# max-cut SDP  problem=data/G60mc.sdp n=7000 m=7000 F0_nnz=24105  mode=deflated16 sigma=1 eta_tol=0 window=0.025 gamma=1.1 symmetrize=1  ||C||_F=2.427447e+02
# iter  pinf        dinf        gap         eta         obj_primal      obj_dual        proj_ms  cum_proj_s  deflated  eps_sym_raw  eps_sym_used
  2125  6.7195e-04  9.6480e-04  1.6693e-03  1.6693e-03  -3.03246503e+04  -3.02235782e+04     45.72     96.183  74  0.000e+00  0.000e+00
  2150  6.4297e-04  9.6732e-04  1.6694e-03  1.6694e-03  -3.03231987e+04  -3.02221254e+04     45.11     97.322  73  0.000e+00  0.000e+00
  2175  6.7849e-04  9.4578e-04  1.6514e-03  1.6514e-03  -3.03274776e+04  -3.02274766e+04     45.12     98.460  73  0.000e+00  0.000e+00
  2200  6.7554e-04  9.5071e-04  1.5751e-03  1.5751e-03  -3.03258317e+04  -3.02304463e+04     44.97     99.600  72  0.000e+00  0.000e+00
  2225  6.7453e-04  9.5347e-04  1.6774e-03  1.6774e-03  -3.03285096e+04  -3.02269302e+04     46.18    100.739  71  0.000e+00  0.000e+00
# gate it=2250 k=350 kw=175 s1=2.076e+02 s_kw/s1=2.390e-02 fired=1 clipped_neg=71 clipped_pos=0 fired_frac_last250=1.000
# deflate it=2250 alpha=2.832e+01 theta=2.076e+01 clipped_neg=71 clipped_pos=0
  2250  7.0573e-04  9.4614e-04  1.5910e-03  1.5910e-03  -3.03289292e+04  -3.02325754e+04     45.48    101.880  71  0.000e+00  0.000e+00
  2275  7.1063e-04  9.4978e-04  1.6860e-03  1.6860e-03  -3.03294869e+04  -3.02273864e+04     45.67    103.017  71  0.000e+00  0.000e+00
  2300  7.1865e-04  9.2414e-04  1.6002e-03  1.6002e-03  -3.03327881e+04  -3.02358675e+04     45.73    104.156  70  0.000e+00  0.000e+00
  2325  6.8334e-04  9.2013e-04  1.6278e-03  1.6278e-03  -3.03293202e+04  -3.02307367e+04     45.36    105.295  70  0.000e+00  0.000e+00
  2350  6.8255e-04  9.1888e-04  1.6693e-03  1.6693e-03  -3.03345460e+04  -3.02334403e+04     45.47    106.438  70  0.000e+00  0.000e+00
  2375  7.0061e-04  9.1855e-04  1.5676e-03  1.5676e-03  -3.03331313e+04  -3.02381794e+04     45.29    107.577  69  0.000e+00  0.000e+00
  2400  7.1052e-04  8.9840e-04  1.6440e-03  1.6440e-03  -3.03349143e+04  -3.02353337e+04     45.49    108.717  69  0.000e+00  0.000e+00
  2425  6.9939e-04  9.0443e-04  1.5539e-03  1.5539e-03  -3.03366064e+04  -3.02424725e+04     45.17    109.859  68  0.000e+00  0.000e+00
  2450  6.8630e-04  8.9721e-04  1.6018e-03  1.6018e-03  -3.03351473e+04  -3.02381175e+04     45.11    111.002  68  0.000e+00  0.000e+00
